,발생시간,메세지,경도,위도,고속도로,콘존ID,방향
2221,2017-01-23,경부고속도로 (판교방향)반포IC 서초IC 3차로 정체 교통사고 서울청,127.023188154295,37.4906357916932,경부고속도로,"['0010CZS520', '0010CZE520', 0.035826805220879096, 0.035826805220879096]",0
2222,2017-01-24,경부고속도로 서초IC 양재IC 2차로 정체 교통사고 서울청,127.035325959519,37.4681709521234,경부고속도로,"['0010CZS510', '0010CZE510', 0.1796151893786108, 0.1796151893786108]",0
2223,2017-01-24,경부고속도로 양재IC 서초IC 23차로 정체 교통사고 서울청,127.034980971692,37.4687931306628,경부고속도로,"['0010CZS510', '0010CZE510', 0.12492699281025652, 0.12492699281025652]",0
2224,2017-01-24,경부고속도로 서울방향 서초IC 반포IC 4차로 후미정체 주의운행 교통사고 서울청,127.022028493041,37.4943843335391,경부고속도로,"['0010CZS520', '0010CZE520', 0.31510930803722687, 0.31510930803722687]",0
2225,2017-01-24,경부고속도로 판교방향 서초IC 양재IC 5차로 후미정체 주의운행  교통사고 서울청,127.032924557098,37.4707337151914,경부고속도로,"['0010CZS510', '0010CZE510', 0.13809441710228257, 0.13809441710228257]",0
2226,2017-01-24,경부고속도로 판교방향 반포IC 서초IC 2차로 후미지체 주의운행  고장 차량 서울청,127.021051066585,37.4963004434106,경부고속도로,"['0010CZS520', '0010CZE520', 0.48145114395735916, 0.48145114395735916]",0
2227,2017-01-24,경부고속도로 서초IC 양재IC 2차로 지체 교통사고 서울청,127.031090251766,37.4726270954146,경부고속도로,"['0010CZS510', '0010CZE510', 0.37821159387948533, 0.37821159387948533]",0
2228,2017-01-25,경부고속도로 서초IC 양재IC 5차로 지체 교통사고 서울청,127.030771534023,37.4729554107179,경부고속도로,"['0010CZS510', '0010CZE510', 0.4199150465187436, 0.4199150465187436]",0
2229,2017-01-25,경부고속도로 서초IC 반포IC 12차로 정체 교통사고 서울청,127.024944544069,37.4864299149312,경부고속도로,"['0010CZS520', '0010CZE520', 0.3086196915004289, 0.3086196915004289]",0
2230,2017-01-25,경부고속도로 양재IC 서초IC 2차로 정체 주의운전 교통사고 서울청,127.034296067341,37.4695243793384,경부고속도로,"['0010CZS510', '0010CZE510', 0.03499972872901486, 0.03499972872901486]",0
