,LINK_ID,F_NODE,T_NODE,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
6344,1960744600,1960317800,1960317700,0,2.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,196,000,1,TMPID20170614001,mappers20170614193236,TMPID20170614101,TMPID20170614102,180.712506173
6351,3880032611,1960317300,1960316900,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할ID_3880032601,mappers,5,60190,196,000,1,,mappers20170614193236,TMPID20170614107,TMPID20170614106,553.499043646
6352,3880032511,3880014500,1960316900,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할ID_3880032501,mappers,5,60190,196,000,1,,mappers20170614193236,,TMPID20170614106,669.612839637
6353,3880032621,1960008800,1960317300,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할ID_3880032601,mappers,5,60190,196,000,1,,mappers20170614193236,,TMPID20170614107,6020.96737232
6354,3880032521,1960316900,1960317300,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할ID_3880032501,mappers,5,60190,196,000,1,,mappers20170614193236,TMPID20170614106,TMPID20170614107,552.615839657
6355,3880032531,1960317300,1960008800,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할ID_3880032501,mappers,5,60190,196,000,1,,mappers20170614193236,TMPID20170614107,,6020.60184671
6356,3880032631,1960316900,3880014500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할ID_3880032601,mappers,5,60190,196,000,1,,mappers20170614193236,TMPID20170614106,,671.632057075
6515,2740919300,2740366200,2740365800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616009,mappers20170622125820,TMPID20170617007,TMPID20170617008,78.3783441976
6516,2740919500,2740366000,2740366100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616007,mappers20170622125820,TMPID20170617010,TMPID20170617011,21.8612644889
6517,2740919600,2740366300,2740366200,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616010,mappers20170622125820,TMPID20170617006,TMPID20170617007,282.304571433
6518,2740919700,2740366100,2740366500,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616008,mappers20170622125820,TMPID20170617011,TMPID20170617013,486.409279411
6519,2740919800,2740366600,2740366300,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616011,mappers20170622125820,TMPID20170617004,TMPID20170617006,606.831345975
6520,2740919900,2740366500,2740366400,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616014,mappers20170622125820,TMPID20170617013,TMPID20170617005,134.670640553
6521,2740920000,2740366400,2740366700,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616013,mappers20170622125820,TMPID20170617005,TMPID20170617003,148.900945701
6522,2740920100,2740366700,2740366600,0,1.0,101,경부고속도로,0,101,30.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170616012,mappers20170622125820,TMPID20170617003,TMPID20170617004,27.2561395433
6661,2740031414,2740012900,2740366500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031404,mappers,5,60190,274,000,1,,mappers20170622125820,,TMPID20170617013,2904.03005475
6662,2740031313,2740012901,2740366500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031303,mappers,5,60190,274,000,1,,mappers20170622125820,,TMPID20170617013,61.7773049689
6663,2740031323,2740366500,2740012900,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031303,mappers,5,60190,274,000,1,,mappers20170622125820,TMPID20170617013,,2904.36513873
6664,2740031424,2740366500,2740366300,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031404,mappers,5,60190,274,000,1,,mappers20170622125820,TMPID20170617013,TMPID20170617006,837.480721514
6665,2740031322,2740366300,2740012901,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031302,mappers,5,60190,274,000,1,,mappers20170622125820,TMPID20170617006,,778.421795352
6746,2333346900,2330145400,2330160200,0,2.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,mappers,5,60190,233,000,1,,mappers20170707164333,,,791.407530098
6747,2333347000,2330160200,2330145400,0,2.0,101,경부고속도로,0,101,50.0,0,0.0,0.0,,mappers,5,60190,233,000,1,,mappers20170707164333,,,498.217186168
6749,3690160700,3690068300,3690068800,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,mappers,5,60190,369,000,1,,mappers20170707164333,,,1149.20311361
6750,3690160800,3690068800,3690068300,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,mappers,5,60190,369,000,1,,mappers20170707164333,,,1136.86065526
6751,3690162700,3690068800,3690069600,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,mappers,5,60190,369,001,1,,mappers20170707164333,,,647.846396832
6752,3690162800,3690069600,3690068800,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,mappers,5,60190,369,001,1,,mappers20170707164333,,,640.407099706
6753,3690167500,3690069600,3690016200,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,mappers,5,60190,369,000,1,,mappers20170707164333,,,2559.28486152
6754,3690167600,3690016200,3690069600,0,4.0,101,경부고속도로,0,000,100.0,0,0.0,0.0,,mappers,5,60190,369,000,1,,mappers20170707164333,,,2572.32874057
6784,3690482700,3690003200,3690138100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606086,mappers20170707164333,,TMPID20170605135,568.506682233
6785,3690482800,3690138100,3690138000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606085,mappers20170707164333,TMPID20170605135,TMPID20170605136,731.607437668
6786,3690482900,3690138100,3690002700,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606084,mappers20170707164333,TMPID20170605135,,298.86065824
6787,3690483000,3690138000,3690138100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606087,mappers20170707164333,TMPID20170605136,TMPID20170605135,215.073730073
6788,3690483100,3690138100,3690138200,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606083,mappers20170707164333,TMPID20170605135,TMPID20170605134,179.832604759
6789,3690483200,3690138200,3690138100,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606082,mappers20170707164333,TMPID20170605134,TMPID20170605135,183.505509937
6790,3690483300,3690138200,3690138300,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606081,mappers20170707164333,TMPID20170605134,TMPID20170605133,194.187859076
6791,3690483400,3690138300,3690138200,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606080,mappers20170707164333,TMPID20170605133,TMPID20170605134,184.417563928
6792,3690483500,3690068800,3690138300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606076,mappers20170707164333,,TMPID20170605133,357.893031798
6793,3690483600,3690138300,3690068800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606078,mappers20170707164333,TMPID20170605133,,961.408460317
6794,3690483700,3690138300,3690069600,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606079,mappers20170707164333,TMPID20170605133,,492.594173753
6795,3690483800,3690069600,3690138300,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,369,000,1,TMPID20170606077,mappers20170707164333,,TMPID20170605133,666.619688474
6861,2040002902,1210000301,1210008700,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,,mappers,5,60190,121,000,1,,mappers20170823151004,,,99.1723169891
6862,1210000711,1210000302,1210074700,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1210000701,mappers,5,60190,121,000,1,,mappers20170823151004,,TMPID20170720013,2067.04891292
6863,2040002913,1210008700,1210074700,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,분할전ID_2040002903,mappers,5,60190,121,000,1,,mappers20170823151004,,TMPID20170720013,487.0555978
6864,2040002923,1210074700,1210000302,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,분할전ID_2040002903,mappers,5,60190,121,000,1,,mappers20170823151004,TMPID20170720013,,2067.40245315
6865,1210000721,1210074700,1210011400,0,5.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1210000701,mappers,5,60190,121,000,1,,mappers20170823151004,TMPID20170720013,,807.745836613
6876,2740006400,2740389500,2740003100,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,TMPID20170908101,,414.53640397
6877,2740007500,2740003100,2740003800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,688.127032369
6878,2740006300,2740003100,2740389500,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,TMPID20170908101,413.100903215
6879,2740007900,2740002600,2740003100,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,823.484350211
6880,2740007400,2740002600,2740003800,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,622.847120273
6881,2740008000,2740003100,2740002600,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,314.795263018
6882,2740007300,2740003800,2740002600,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,623.087356597
6883,2740007600,2740003800,2740003100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,489.241279492
6884,2740223300,2740088100,2740003800,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,mappers,5,60190,274,000,14,,mappers20170914172850,,,2746.69207981
6885,2740223400,2740003800,2740088100,0,2.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,mappers,5,60190,274,000,14,,mappers20170914172850,,,2750.73473578
6886,3690035500,3690015800,3690015900,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,mappers,5,60190,369,000,1,,mappers20170914172850,,,471.872591858
6887,3690036000,3690015900,3690015800,0,1.0,101,경부고속도로,0,101,40.0,0,0.0,0.0,,mappers,5,60190,369,000,1,,mappers20170914172850,,,456.220703215
6888,2740533200,2740002600,2740207800,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,1006.68600903
6889,2740533300,2740207800,2740002600,0,4.0,101,경부고속도로,1,000,100.0,5,0.0,0.0,,mappers,5,60190,274,000,1,,mappers20170914172850,,,1004.25330441
6912,2740980100,2740389300,2740389200,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170909103,mappers20170914172850,TMPID20170908102,TMPID20170908103,461.285436025
6913,2740980200,2740389200,2740389300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170909105,mappers20170914172850,TMPID20170908103,TMPID20170908102,1003.47464211
6914,2740980300,2740389300,2740389400,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170909104,mappers20170914172850,TMPID20170908102,TMPID20170908104,790.427321997
6915,2740980400,2740389400,2740389300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170909106,mappers20170914172850,TMPID20170908104,TMPID20170908102,505.14313762
6916,2740980500,2740389500,2740389300,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170909101,mappers20170914172850,TMPID20170908101,TMPID20170908102,413.294128832
6917,2740980600,2740389300,2740389500,0,2.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20170909102,mappers20170914172850,TMPID20170908102,TMPID20170908101,403.01477212
7001,3880366500,3880146000,3880052800,0,6.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114223,mappers20171207104727,TMPID20171113230,,319.787728603
7002,3880366600,3880052800,3880146000,0,5.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114222,mappers20171207104727,,TMPID20171113230,335.472106792
7003,3880366700,3880146100,3880146000,0,6.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114225,mappers20171207104727,TMPID20171113231,TMPID20171113230,172.783333797
7004,3880366800,3880146000,3880146100,0,5.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114224,mappers20171207104727,TMPID20171113230,TMPID20171113231,165.434568168
7005,3880366900,3880146100,3880146200,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114226,mappers20171207104727,TMPID20171113231,TMPID20171113232,350.117349036
7006,3880367000,3880146300,3880146100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114229,mappers20171207104727,TMPID20171113233,TMPID20171113231,380.268524186
7007,3880367100,3880146100,3880146300,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114227,mappers20171207104727,TMPID20171113231,TMPID20171113233,860.562257993
7008,3880367200,3880146200,3880146100,0,2.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,388,000,1,TMPID20171114228,mappers20171207104727,TMPID20171113232,TMPID20171113231,664.857728139
7009,3880025101,3880146300,3880146200,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_3880025100,mappers,5,60190,388,000,1,,mappers20171207104727,TMPID20171113233,TMPID20171113232,549.382804204
7010,3880025102,3880013900,3880146300,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_3880025100,mappers,5,60190,388,000,1,,mappers20171207104727,,TMPID20171113233,12378.7661281
7011,3880025202,3880146200,3880146300,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_3880025200,mappers,5,60190,388,000,1,,mappers20171207104727,TMPID20171113232,TMPID20171113233,549.223561794
7012,3880025203,3880146300,3880013900,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_3880025200,mappers,5,60190,388,000,1,,mappers20171207104727,TMPID20171113233,,12378.9391205
7027,1400198600,1400060400,1400059900,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,140,000,1,TMPID20171217057,mappers20171218171131,TMPID20171218106,TMPID20171218104,741.147755018
7030,1400198900,1400060300,1400060100,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,140,000,1,TMPID20171217065,mappers20171218171131,TMPID20171218109,TMPID20171218110,160.764719367
7031,1400199000,1400060200,1400060300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,mappers,5,60190,140,000,1,TMPID20171217066,mappers20171218171131,TMPID20171218140,TMPID20171218109,266.158011804
7034,1400199300,1400060600,1400060200,0,1.0,101,경부고속도로,0,101,100.0,5,0.0,0.0,,mappers,5,60190,140,000,1,TMPID20171217068,mappers20171218171131,TMPID20171218107,TMPID20171218140,473.029032624
7035,1400199400,1400060500,1400060600,0,1.0,101,경부고속도로,0,101,100.0,5,0.0,0.0,,mappers,5,60190,140,000,1,TMPID20171217067,mappers20171218171131,TMPID20171218108,TMPID20171218107,177.528331575
7109,1400011101,3880003200,1400059600,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011100,mappers,5,60190,140,000,1,,mappers20171218171131,,TMPID20171218103,4685.28106757
7110,1400011201,1400059900,3880003200,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011200,mappers,5,60190,140,000,1,,mappers20171218171131,TMPID20171218104,,5583.4317833
7111,1400011202,1400060700,1400060200,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011200,mappers,5,60190,140,000,1,,mappers20171218171131,TMPID20171218111,TMPID20171218140,535.89801965
7112,1400011102,1400059600,1400060200,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011100,mappers,5,60190,140,000,1,,mappers20171218171131,TMPID20171218103,TMPID20171218140,1497.67144966
7113,1400011203,1400060200,1400059900,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011200,mappers,5,60190,140,000,1,,mappers20171218171131,TMPID20171218140,TMPID20171218104,602.64694331
7114,1400011103,1400060200,1400060700,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011100,mappers,5,60190,140,000,1,,mappers20171218171131,TMPID20171218140,TMPID20171218111,530.188467114
7115,1400011204,1400004700,1400060700,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011200,mappers,5,60190,140,000,1,,mappers20171218171131,,TMPID20171218111,1497.28134342
7116,1400011104,1400060700,1400004700,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_1400011100,mappers,5,60190,140,000,1,,mappers20171218171131,TMPID20171218111,,1492.25439423
7125,2741045900,2740412500,2740412700,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20171227025,mappers20171228134645,TMPID20171226102,TMPID20171226101,1357.26746541
7126,2741046000,2740412700,2740412500,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20171227024,mappers20171228134645,TMPID20171226101,TMPID20171226102,1293.56815236
7127,2741046100,2740412700,2740412600,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20171227023,mappers20171228134645,TMPID20171226101,TMPID20171226103,1407.68815135
7128,2741046200,2740412600,2740412700,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,mappers,5,60190,274,000,1,TMPID20171227026,mappers20171228134645,TMPID20171226103,TMPID20171226101,1211.64221699
7157,2740031435,2740366300,2740412600,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031434,mappers,5,60190,274,000,1,,mappers20171228134645,,TMPID20171226103,5869.10444449
7158,2740031352,2740412500,2740412600,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031312,mappers,5,60190,274,000,1,,mappers20171228134645,TMPID20171226102,TMPID20171226103,2070.22597146
7159,2740031436,2740412600,2740412500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031434,mappers,5,60190,274,000,1,,mappers20171228134645,TMPID20171226103,TMPID20171226102,2082.57812239
7160,2740031332,2850008301,2740412500,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031312,mappers,5,60190,274,000,1,,mappers20171228134645,,TMPID20171226102,6779.72697466
7161,2740031437,2740412500,2740012903,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031434,mappers,5,60190,274,000,1,,mappers20171228134645,TMPID20171226102,,50.1730726281
7162,2740031342,2740412600,2740366300,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,분할전ID_2740031312,mappers,5,60190,274,000,1,,mappers20171228134645,TMPID20171226103,,5858.72970138
7337,1210154300,1210000302,2040142800,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,,geostoryco,5,60170,121,000,1,TMPID20180621105136,geostoryco20180709161522,,TMPID20180621105042,3038.71240594
7338,1210154400,2040142800,1210000302,0,5.0,101,경부고속도로,0,000,110.0,5,0.0,0.0,,geostoryco,5,60170,121,000,1,TMPID20180621105135,geostoryco20180709161522,TMPID20180621105042,,3039.81175541
7341,2040370400,2040142800,2040142900,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,204,000,1,TMPID20180621105148,geostoryco20180709161522,TMPID20180621105042,TMPID20180621105043,445.176500457
7358,3520900400,3520012800,3520013000,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,352,000,1,TMPID20180618113928,geostoryco20180710094755,,,516.522358651
7359,3520900800,3520012300,3520012800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,352,000,1,TMPID20180618113926,geostoryco20180710094755,,,423.645819875
7360,3520900500,3520387400,3520012300,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,352,000,1,TMPID20180618113932,geostoryco20180710094755,TMPID20180618112154,,149.487403645
7361,3520900700,3520387400,3520012800,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,352,000,1,TMPID20180618113929,geostoryco20180710094755,TMPID20180618112154,,505.107729463
7362,3520900100,3520013000,3520387400,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,352,000,1,TMPID20180618113933,geostoryco20180710094755,,TMPID20180618112154,621.052170614
7363,3520900600,3520012800,3520387400,0,1.0,101,경부고속도로,0,101,50.0,5,0.0,0.0,,geostoryco,5,60170,352,000,1,TMPID20180618113930,geostoryco20180710094755,,TMPID20180618112154,532.96139656
7419,2333870600,2330370700,2330160200,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,233,000,1,TMPID20180623201218,geostoryco20180720114317,TMPID20180625110728,,230.2028647
7434,2280734400,2280264500,2330370700,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,228,000,1,TMPID20180623201137,geostoryco20180720114317,TMPID20180625110732,TMPID20180625110728,464.718576555
7435,2333870700,2330160200,2330370700,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,233,000,1,TMPID20180623201228,geostoryco20180720114317,,TMPID20180625110728,223.709959509
7436,2280735400,2280084600,2330370700,0,1.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,228,000,1,TMPID20180623201138,geostoryco20180720114317,,TMPID20180625110728,945.924005328
7437,2280734800,2330370700,2280264800,0,1.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,228,000,1,TMPID20180623201136,geostoryco20180720114317,TMPID20180625110728,TMPID20180625110731,861.523891582
7438,2280734700,2330160200,2280264500,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,228,000,1,TMPID20180623201139,geostoryco20180720114317,,TMPID20180625110732,668.677938628
7439,2280734900,2330370700,2280264900,0,1.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,228,000,1,TMPID20180623201135,geostoryco20180720114317,TMPID20180625110728,TMPID20180625110734,581.86956547
7510,3600020200,3600184600,3600009300,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,,geostoryco20180720182138,TMPID20180626044101,,631.596399715
7511,3600020100,3600009300,3600009800,0,1.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,,geostoryco20180720182138,,,419.071923122
7512,3600020800,3600184500,3600009300,0,2.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,,geostoryco20180720182138,TMPID20180625110395,,471.888731054
7513,3600020700,3600009300,3600009900,0,3.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,,geostoryco20180720182138,,,740.813262407
7514,3600020400,3600184500,3600009800,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,,geostoryco20180720182138,TMPID20180625110395,,663.868471276
7515,3600020902,3570001400,3600009801,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,geostoryco,5,60170,357,000,1,,geostoryco20180720182138,,,14275.9404404
7516,3600021001,3600009800,3600009802,0,3.0,101,경부고속도로,0,000,100.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,,geostoryco20180720182138,,,7175.15950182
7517,3600447700,3600009300,3600184700,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201679,geostoryco20180720182138,,TMPID20180625110390,326.484787933
7518,3600447800,3600184700,3600009300,0,3.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201976,geostoryco20180720182138,TMPID20180625110390,,310.709963837
7519,3600447900,3600184700,3600184800,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201977,geostoryco20180720182138,TMPID20180625110390,TMPID20180625110391,309.315996137
7520,3600448000,3600184800,3600184700,0,3.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201687,geostoryco20180720182138,TMPID20180625110391,TMPID20180625110390,325.384529276
7521,3600448100,3600184800,3600008600,0,2.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201592,geostoryco20180720182138,TMPID20180625110391,,416.473987182
7522,3600448200,3600008600,3600185100,0,2.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201678,geostoryco20180720182138,,TMPID20180626160503,452.363372477
7523,3600448300,3600185100,3600185000,0,2.0,101,경부고속도로,0,101,40.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201641,geostoryco20180720182138,TMPID20180626160503,TMPID20180626160502,319.032637583
7524,3600448400,3600184800,3600184900,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201659,geostoryco20180720182138,TMPID20180625110391,TMPID20180626160501,147.030062538
7525,3600448500,3600184900,3600184800,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,000,1,TMPID20180623201665,geostoryco20180720182138,TMPID20180626160501,TMPID20180625110391,151.907234294
7526,3600448600,3600184900,3600185100,0,2.0,101,경부고속도로,0,101,60.0,5,0.0,0.0,,geostoryco,5,60170,360,003,1,TMPID20180623201648,geostoryco20180720182138,TMPID20180626160501,TMPID20180626160503,54.428938709
